Order_Date,Ship_Date,Region,Category,Products,Sales,Quantity,Revenue,Profit,Products1,total_sales1,Region1,total_profit1,Year,Products_loss,Loss
11/19/2017,11/23/2017,Central,Furniture,Tables,219.075,3,657.225,-131.445,,,,,,,
11/19/2017,11/23/2017,South,Furniture,Furnishings,821.88,6,4931.28,213.6888,,,,,,,
11/19/2017,11/23/2017,South,Office Supplies,Binders,21.96,2,43.92,10.7604,,,,,,,
11/19/2017,11/23/2017,East,Office Supplies,Envelopes,16.74,3,50.22,8.37,,,,,,,
11/19/2017,11/23/2017,East,Office Supplies,Appliances,2504.74,7,17533.18,626.185,,,,,,,
11/19/2017,11/23/2017,South,Office Supplies,Fasteners,25.06,7,175.42,12.53,,,,,,,
11/19/2017,11/24/2017,West,Office Supplies,Storage,305.01,9,2745.09,76.2525,,,,,,,
11/19/2017,11/24/2017,West,Furniture,Furnishings,18.7,1,18.7,7.106,,,,,,,
11/19/2017,11/25/2017,Central,Furniture,Chairs,305.312,2,610.624,-8.7232,,,,,,,
11/19/2017,11/25/2017,East,Office Supplies,Binders,59.913,7,419.391,-45.9333,,,,,,,
11/19/2017,11/26/2017,Central,Furniture,Chairs,233.058,3,699.174,-53.2704,,,,,,,
11/20/2017,11/21/2017,South,Office Supplies,Art,23.968,7,167.776,2.6964,,,,,,,
11/20/2017,11/21/2017,South,Office Supplies,Art,28.728,3,86.184,1.7955,,,,,,,
11/20/2017,11/22/2017,West,Furniture,Furnishings,42.6,3,127.8,16.614,,,,,,,
11/20/2017,11/22/2017,West,Office Supplies,Binders,84.056,7,588.392,27.3182,,,,,,,
11/20/2017,11/22/2017,East,Office Supplies,Paper,46.76,7,327.32,22.4448,,,,,,,
11/20/2017,11/22/2017,East,Furniture,Bookcases,183.968,2,367.936,-25.2956,,,,,,,
11/20/2017,11/22/2017,East,Technology,Phones,1259.97,3,3779.91,327.5922,,,,,,,
11/20/2017,11/22/2017,East,Office Supplies,Art,68.97,3,206.91,19.3116,,,,,,,
11/20/2017,11/24/2017,South,Furniture,Chairs,209.568,2,419.136,-23.5764,,,,,,,
11/20/2017,11/24/2017,East,Technology,Accessories,2.97,3,8.91,1.3365,,,,,,,
11/20/2017,11/24/2017,East,Technology,Phones,569.99,1,569.99,170.997,,,,,,,
11/20/2017,11/24/2017,East,Furniture,Furnishings,50.97,3,152.91,9.1746,,,,,,,
11/20/2017,11/25/2017,West,Furniture,Chairs,283.92,5,1419.6,-46.137,,,,,,,
11/20/2017,11/25/2017,South,Furniture,Furnishings,27.58,2,55.16,11.5836,,,,,,,
11/20/2017,11/26/2017,East,Furniture,Furnishings,77.6,5,388,28.13,,,,,,,
11/20/2017,11/26/2017,East,Furniture,Furnishings,4.656,2,9.312,1.5714,,,,,,,
11/20/2017,11/27/2017,Central,Office Supplies,Art,22,10,220,9.68,,,,,,,
11/21/2017,11/21/2017,Central,Technology,Phones,55.176,3,165.528,-12.4146,,,,,,,
11/21/2017,11/24/2017,East,Office Supplies,Paper,8.448,2,16.896,2.64,,,,,,,
11/21/2017,11/24/2017,East,Office Supplies,Storage,39.296,4,157.184,3.9296,,,,,,,
11/21/2017,11/25/2017,West,Furniture,Tables,70.98,1,70.98,20.5842,,,,,,,
11/21/2017,11/25/2017,East,Furniture,Furnishings,27.42,1,27.42,11.2422,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Storage,56.56,2,113.12,15.2712,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Art,5.56,2,11.12,1.4456,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Fasteners,9.02,2,18.04,3.5178,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Appliances,8.62,1,8.62,2.2412,,,,,,,
11/21/2017,11/25/2017,West,Technology,Phones,659.976,3,1979.928,49.4982,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Art,11.76,4,47.04,3.1752,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Binders,40.736,2,81.472,14.7668,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Binders,150.8,5,754,56.55,,,,,,,
11/21/2017,11/25/2017,West,Technology,Machines,1039.992,1,1039.992,103.9992,,,,,,,
11/21/2017,11/25/2017,West,Office Supplies,Paper,51.84,8,414.72,24.8832,,,,,,,
11/22/2017,11/26/2017,Central,Office Supplies,Art,35.712,8,285.696,2.232,,,,,,,
11/23/2017,11/24/2017,East,Furniture,Furnishings,24.048,9,216.432,7.2144,,,,,,,
11/23/2017,11/25/2017,Central,Office Supplies,Supplies,4.36,2,8.72,0.1744,,,,,,,
11/23/2017,11/26/2017,Central,Furniture,Furnishings,28.4,2,56.8,11.076,,,,,,,
11/23/2017,11/26/2017,Central,Office Supplies,Binders,287.92,8,2303.36,138.2016,,,,,,,
11/23/2017,11/26/2017,East,Office Supplies,Binders,7.476,1,7.476,-5.9808,,,,,,,
11/23/2017,11/26/2017,Central,Office Supplies,Paper,36.288,7,254.016,12.7008,,,,,,,
11/23/2017,11/26/2017,Central,Office Supplies,Paper,78.304,2,156.608,29.364,,,,,,,
11/23/2017,11/26/2017,Central,Furniture,Tables,127.785,1,127.785,-31.0335,,,,,,,
11/23/2017,11/26/2017,Central,Office Supplies,Binders,6.104,2,12.208,-9.156,,,,,,,
11/23/2017,11/27/2017,Central,Furniture,Furnishings,6.464,1,6.464,-4.04,,,,,,,
11/23/2017,11/27/2017,Central,Office Supplies,Labels,11.52,5,57.6,4.176,,,,,,,
11/23/2017,11/27/2017,Central,Technology,Phones,222.384,2,444.768,16.6788,,,,,,,
11/23/2017,11/27/2017,Central,Technology,Phones,195.96,5,979.8,19.596,,,,,,,
11/23/2017,11/27/2017,Central,Office Supplies,Paper,10.688,2,21.376,3.7408,,,,,,,
11/23/2017,11/28/2017,South,Technology,Accessories,74.112,8,592.896,17.6016,,,,,,,
11/23/2017,11/28/2017,South,Technology,Phones,27.992,1,27.992,2.0994,,,,,,,
11/23/2017,11/28/2017,South,Office Supplies,Art,3.304,1,3.304,1.0738,,,,,,,
11/24/2017,11/24/2017,Central,Office Supplies,Storage,33.29,1,33.29,7.9896,,,,,,,
11/24/2017,11/24/2017,West,Office Supplies,Paper,7.78,1,7.78,3.501,,,,,,,
11/24/2017,11/24/2017,West,Furniture,Tables,364.08,2,728.16,9.102,,,,,,,
11/24/2017,11/24/2017,West,Furniture,Tables,71.088,2,142.176,-1.7772,,,,,,,
11/24/2017,11/26/2017,South,Technology,Phones,79.1,2,158.2,39.55,,,,,,,
11/24/2017,11/26/2017,South,Office Supplies,Binders,327.84,8,2622.72,157.3632,,,,,,,
11/24/2017,11/26/2017,South,Office Supplies,Binders,19.008,8,152.064,-12.672,,,,,,,
11/24/2017,11/27/2017,West,Office Supplies,Art,27.76,4,111.04,9.9936,,,,,,,
11/24/2017,11/28/2017,Central,Office Supplies,Fasteners,10.824,3,32.472,2.5707,,,,,,,
11/24/2017,11/28/2017,East,Office Supplies,Paper,5.88,1,5.88,2.8812,,,,,,,
11/24/2017,11/28/2017,East,Furniture,Chairs,977.292,6,5863.752,173.7408,,,,,,,
11/24/2017,11/29/2017,West,Office Supplies,Binders,20.724,2,41.448,-15.1976,,,,,,,
11/24/2017,11/29/2017,West,Office Supplies,Storage,415.872,8,3326.976,-41.5872,,,,,,,
11/24/2017,11/29/2017,East,Technology,Phones,89.988,2,179.976,-14.998,,,,,,,
11/24/2017,11/29/2017,East,Office Supplies,Paper,229.544,7,1606.808,83.2097,,,,,,,
11/24/2017,11/30/2017,South,Office Supplies,Binders,2.88,1,2.88,1.4112,,,,,,,
11/24/2017,11/30/2017,South,Office Supplies,Storage,1443.96,12,17327.52,375.4296,,,,,,,
11/24/2017,11/30/2017,Central,Office Supplies,Appliances,13.762,1,13.762,-24.7716,,,,,,,
11/24/2017,11/30/2017,West,Technology,Accessories,223.58,14,3130.12,87.1962,,,,,,,
11/24/2017,12/1/2017,East,Office Supplies,Art,16.38,9,147.42,7.371,,,,,,,
11/24/2017,12/1/2017,East,Office Supplies,Envelopes,167.96,2,335.92,78.9412,,,,,,,
11/24/2017,12/1/2017,East,Furniture,Bookcases,321.568,2,643.136,-16.0784,,,,,,,
11/24/2017,12/1/2017,East,Office Supplies,Paper,12.96,2,25.92,6.2208,,,,,,,
11/24/2017,12/1/2017,South,Office Supplies,Binders,11.673,3,35.019,-7.782,,,,,,,
11/24/2017,12/1/2017,South,Office Supplies,Envelopes,64.848,7,453.936,24.318,,,,,,,
11/25/2017,11/27/2017,Central,Office Supplies,Storage,501.81,3,1505.43,0,,,,,,,
11/25/2017,11/29/2017,West,Furniture,Bookcases,359.499,3,1078.497,-29.6058,,,,,,,
11/25/2017,11/29/2017,West,Office Supplies,Storage,10.48,1,10.48,2.8296,,,,,,,
11/25/2017,11/29/2017,West,Technology,Phones,39.96,5,199.8,3.4965,,,,,,,
11/25/2017,11/29/2017,West,Office Supplies,Paper,34.08,6,204.48,15.336,,,,,,,
11/25/2017,11/29/2017,South,Office Supplies,Paper,48.87,9,439.83,23.9463,,,,,,,
11/25/2017,11/30/2017,South,Furniture,Bookcases,723.92,5,3619.6,-81.441,,,,,,,
11/25/2017,11/30/2017,Central,Technology,Phones,299.96,5,1499.8,37.495,,,,,,,
11/25/2017,11/30/2017,Central,Office Supplies,Appliances,67.84,5,339.2,-179.776,,,,,,,
11/25/2017,11/30/2017,Central,Furniture,Chairs,853.93,5,4269.65,-24.398,,,,,,,
11/25/2017,11/30/2017,Central,Office Supplies,Art,18.688,4,74.752,3.7376,,,,,,,
11/25/2017,11/30/2017,South,Furniture,Chairs,701.96,2,1403.92,168.4704,,,,,,,
11/25/2017,12/1/2017,West,Office Supplies,Art,5.16,2,10.32,1.3416,,,,,,,
11/26/2017,11/27/2017,Central,Furniture,Furnishings,126.3,3,378.9,40.416,,,,,,,
11/26/2017,11/27/2017,Central,Technology,Accessories,38.04,2,76.08,12.1728,,,,,,,
11/26/2017,11/29/2017,Central,Office Supplies,Binders,33.568,8,268.544,-53.7088,,,,,,,
11/26/2017,11/29/2017,East,Technology,Phones,979.95,5,4899.75,264.5865,,,,,,,
11/26/2017,11/29/2017,East,Furniture,Furnishings,135.3,5,676.5,37.884,,,,,,,
11/26/2017,11/30/2017,East,Technology,Phones,220.752,8,1766.016,-40.4712,,,,,,,
11/26/2017,11/30/2017,South,Office Supplies,Art,12.84,3,38.52,3.7236,,,,,,,
11/26/2017,11/30/2017,East,Office Supplies,Appliances,52.272,3,156.816,9.801,,,,,,,
11/26/2017,11/30/2017,East,Office Supplies,Appliances,213.136,7,1491.952,23.9778,,,,,,,
11/26/2017,11/30/2017,East,Office Supplies,Appliances,58.73,7,411.11,14.6825,,,,,,,
11/26/2017,11/30/2017,East,Office Supplies,Binders,93.344,4,373.376,32.6704,,,,,,,
11/26/2017,12/1/2017,Central,Furniture,Tables,257.94,3,773.82,67.0644,,,,,,,
11/26/2017,12/1/2017,Central,Technology,Phones,1879.96,4,7519.84,545.1884,,,,,,,
11/26/2017,12/1/2017,Central,Furniture,Furnishings,27.46,2,54.92,9.8856,,,,,,,
11/26/2017,12/1/2017,Central,Technology,Phones,89.98,2,179.96,43.1904,,,,,,,
11/26/2017,12/1/2017,Central,Furniture,Chairs,828.6,3,2485.8,240.294,,,,,,,
11/27/2017,11/29/2017,Central,Furniture,Furnishings,46.94,1,46.94,19.2454,,,,,,,
11/27/2017,11/29/2017,Central,Technology,Accessories,143.73,9,1293.57,56.0547,,,,,,,
11/27/2017,11/30/2017,East,Office Supplies,Art,6.99,3,20.97,2.0271,,,,,,,
11/27/2017,11/30/2017,East,Office Supplies,Binders,107.424,6,644.544,36.2556,,,,,,,
11/27/2017,12/2/2017,South,Office Supplies,Art,8.76,5,43.8,0.7665,,,,,,,
11/27/2017,12/2/2017,South,Office Supplies,Appliances,43.584,1,43.584,4.3584,,,,,,,
11/27/2017,12/2/2017,West,Office Supplies,Binders,117.488,7,822.416,41.1208,,,,,,,
11/27/2017,12/2/2017,West,Furniture,Furnishings,18.84,3,56.52,6.0288,,,,,,,
11/27/2017,12/2/2017,Central,Office Supplies,Paper,158.28,6,949.68,72.8088,,,,,,,
11/27/2017,12/2/2017,Central,Office Supplies,Binders,497.94,3,1493.82,224.073,,,,,,,
11/27/2017,12/3/2017,West,Office Supplies,Paper,244.55,5,1222.75,114.9385,,,,,,,
11/27/2017,12/3/2017,West,Technology,Accessories,166.16,8,1329.28,59.8176,,,,,,,
11/27/2017,12/3/2017,West,Technology,Phones,57.568,4,230.272,5.7568,,,,,,,
11/28/2017,12/1/2017,West,Office Supplies,Paper,88.768,2,177.536,31.0688,,,,,,,
11/28/2017,12/2/2017,East,Furniture,Furnishings,516.488,7,3615.416,-12.9122,,,,,,,
11/28/2017,12/2/2017,East,Furniture,Furnishings,1007.232,6,6043.392,75.5424,,,,,,,
11/28/2017,12/2/2017,East,Furniture,Tables,2065.32,12,24783.84,-619.596,,,,,,,
11/28/2017,12/2/2017,East,Office Supplies,Paper,15.552,3,46.656,5.4432,,,,,,,
11/28/2017,12/2/2017,East,Office Supplies,Paper,25.344,6,152.064,7.92,,,,,,,
11/28/2017,12/2/2017,East,Technology,Phones,1979.89,11,21778.79,494.9725,,,,,,,
11/28/2017,12/2/2017,East,Office Supplies,Envelopes,79.96,2,159.92,35.982,,,,,,,
11/28/2017,12/2/2017,West,Office Supplies,Labels,62.65,5,313.25,29.4455,,,,,,,
11/28/2017,12/4/2017,East,Office Supplies,Art,1.64,1,1.64,0.738,,,,,,,
11/28/2017,12/4/2017,East,Furniture,Furnishings,1049.2,5,5246,272.792,,,,,,,
11/28/2017,12/4/2017,East,Furniture,Furnishings,20.9,5,104.5,7.524,,,,,,,
11/29/2017,12/3/2017,South,Furniture,Chairs,390.368,2,780.736,48.796,,,,,,,
11/29/2017,12/3/2017,South,Furniture,Furnishings,101.52,5,507.6,19.035,,,,,,,
11/30/2017,11/30/2017,East,Office Supplies,Appliances,663.936,4,2655.744,82.992,,,,,,,
11/30/2017,12/2/2017,East,Office Supplies,Binders,68.472,3,205.416,23.1093,,,,,,,
11/30/2017,12/2/2017,East,Furniture,Chairs,1242.9,5,6214.5,262.39,,,,,,,
11/30/2017,12/2/2017,South,Technology,Phones,71.976,3,215.928,8.997,,,,,,,
11/30/2017,12/3/2017,West,Furniture,Furnishings,25.83,3,77.49,9.5571,,,,,,,
11/30/2017,12/3/2017,Central,Technology,Accessories,95.976,3,287.928,-10.7973,,,,,,,
11/30/2017,12/3/2017,East,Furniture,Chairs,1079.316,6,6475.896,-15.4188,,,,,,,
11/30/2017,12/4/2017,South,Office Supplies,Storage,173.8,5,869,43.45,,,,,,,
11/30/2017,12/4/2017,East,Office Supplies,Art,155.94,6,935.64,45.2226,,,,,,,
11/30/2017,12/4/2017,Central,Office Supplies,Fasteners,2.368,2,4.736,0.8288,,,,,,,
11/30/2017,12/4/2017,East,Office Supplies,Storage,83.56,4,334.24,1.6712,,,,,,,
11/30/2017,12/4/2017,East,Technology,Phones,546.06,3,1638.18,163.818,,,,,,,
11/30/2017,12/4/2017,East,Office Supplies,Storage,269.49,3,808.47,5.3898,,,,,,,
11/30/2017,12/7/2017,South,Technology,Accessories,383.976,3,1151.928,81.5949,,,,,,,
11/30/2017,12/7/2017,South,Furniture,Tables,1781.682,7,12471.774,-653.2834,,,,,,,
12/1/2017,12/3/2017,East,Technology,Accessories,20.37,3,61.11,6.9258,,,,,,,
12/1/2017,12/3/2017,East,Office Supplies,Storage,221.55,3,664.65,6.6465,,,,,,,
12/1/2017,12/3/2017,East,Office Supplies,Binders,17.52,5,87.6,6.132,,,,,,,
12/1/2017,12/3/2017,East,Furniture,Furnishings,7.712,2,15.424,1.7352,,,,,,,
12/1/2017,12/4/2017,East,Office Supplies,Storage,37.392,3,112.176,2.337,,,,,,,
12/1/2017,12/4/2017,East,Furniture,Furnishings,79.12,5,395.6,13.846,,,,,,,
12/1/2017,12/5/2017,West,Technology,Phones,470.376,3,1411.128,52.9173,,,,,,,
12/1/2017,12/5/2017,West,Technology,Phones,105.584,2,211.168,9.2386,,,,,,,
12/1/2017,12/5/2017,West,Office Supplies,Appliances,31.152,3,93.456,3.5046,,,,,,,
12/1/2017,12/5/2017,West,Office Supplies,Binders,6.783,7,47.481,-4.7481,,,,,,,
12/1/2017,12/5/2017,West,Technology,Phones,406.368,4,1625.472,30.4776,,,,,,,
12/1/2017,12/5/2017,East,Office Supplies,Envelopes,104.68,5,523.4,35.3295,,,,,,,
12/1/2017,12/5/2017,East,Technology,Phones,62.958,7,440.706,9.4437,,,,,,,
12/1/2017,12/5/2017,Central,Technology,Phones,219.8,5,1099,24.7275,,,,,,,
12/1/2017,12/5/2017,Central,Furniture,Chairs,317.058,3,951.174,-18.1176,,,,,,,
12/1/2017,12/5/2017,West,Office Supplies,Paper,45.36,7,317.52,21.7728,,,,,,,
12/1/2017,12/5/2017,West,Office Supplies,Binders,10.128,2,20.256,3.6714,,,,,,,
12/1/2017,12/5/2017,East,Office Supplies,Labels,15.936,4,63.744,5.1792,,,,,,,
12/1/2017,12/5/2017,East,Office Supplies,Binders,8.001,7,56.007,-5.6007,,,,,,,
12/1/2017,12/5/2017,East,Furniture,Chairs,398.972,2,797.944,-28.498,,,,,,,
12/1/2017,12/6/2017,East,Office Supplies,Paper,19.44,3,58.32,9.3312,,,,,,,
12/1/2017,12/6/2017,East,Furniture,Chairs,897.15,3,2691.45,251.202,,,,,,,
12/1/2017,12/6/2017,West,Office Supplies,Binders,15.92,5,79.6,5.373,,,,,,,
12/1/2017,12/6/2017,West,Furniture,Furnishings,70.68,12,848.16,31.0992,,,,,,,
12/1/2017,12/6/2017,West,Office Supplies,Storage,541.24,4,2164.96,5.4124,,,,,,,
12/1/2017,12/7/2017,Central,Office Supplies,Storage,83.92,4,335.68,5.8744,,,,,,,
12/1/2017,12/7/2017,Central,Technology,Phones,131.98,2,263.96,35.6346,,,,,,,
12/1/2017,12/7/2017,Central,Office Supplies,Binders,15.92,4,63.68,7.4824,,,,,,,
12/1/2017,12/7/2017,Central,Office Supplies,Fasteners,52.29,9,470.61,16.2099,,,,,,,
12/1/2017,12/7/2017,Central,Office Supplies,Storage,91.99,1,91.99,3.6796,,,,,,,
12/1/2017,12/7/2017,West,Furniture,Furnishings,629.64,9,5666.76,107.0388,,,,,,,
12/1/2017,12/8/2017,Central,Office Supplies,Paper,10.368,2,20.736,3.6288,,,,,,,
12/1/2017,12/8/2017,West,Office Supplies,Paper,41.86,7,293.02,18.837,,,,,,,
12/1/2017,12/8/2017,West,Furniture,Bookcases,141.96,2,283.92,41.1684,,,,,,,
12/2/2017,12/2/2017,West,Office Supplies,Binders,67.86,6,407.16,-45.24,,,,,,,
12/2/2017,12/3/2017,West,Office Supplies,Binders,9.024,6,54.144,3.1584,,,,,,,
12/2/2017,12/3/2017,West,Office Supplies,Binders,69.456,2,138.912,22.5732,,,,,,,
12/2/2017,12/3/2017,West,Office Supplies,Paper,10.86,2,21.72,5.3214,,,,,,,
12/2/2017,12/3/2017,West,Office Supplies,Appliances,79.47,3,238.41,22.2516,,,,,,,
12/2/2017,12/3/2017,West,Office Supplies,Art,10.08,6,60.48,5.04,,,,,,,
12/2/2017,12/4/2017,Central,Office Supplies,Appliances,294.62,5,1473.1,-766.012,,,,,,,
12/2/2017,12/4/2017,Central,Furniture,Furnishings,8.752,4,35.008,-3.7196,,,,,,,
12/2/2017,12/4/2017,East,Office Supplies,Appliances,286.86,7,2008.02,80.3208,,,,,,,
12/2/2017,12/4/2017,East,Technology,Phones,979.95,5,4899.75,284.1855,,,,,,,
12/2/2017,12/4/2017,East,Office Supplies,Supplies,4.36,2,8.72,0.1744,,,,,,,
12/2/2017,12/5/2017,West,Office Supplies,Storage,559.62,9,5036.58,151.0974,,,,,,,
12/2/2017,12/5/2017,West,Office Supplies,Paper,109.92,2,219.84,53.8608,,,,,,,
12/2/2017,12/5/2017,West,Office Supplies,Paper,8.56,2,17.12,3.852,,,,,,,
12/2/2017,12/5/2017,South,Office Supplies,Art,34.65,3,103.95,10.395,,,,,,,
12/2/2017,12/5/2017,South,Furniture,Chairs,701.96,2,1403.92,168.4704,,,,,,,
12/2/2017,12/6/2017,South,Office Supplies,Binders,45.66,5,228.3,-33.484,,,,,,,
12/2/2017,12/6/2017,Central,Technology,Phones,2479.96,4,9919.84,743.988,,,,,,,
12/2/2017,12/6/2017,West,Technology,Phones,39.992,1,39.992,-7.9984,,,,,,,
12/2/2017,12/6/2017,West,Furniture,Chairs,1159.056,9,10431.504,43.4646,,,,,,,
12/2/2017,12/6/2017,West,Office Supplies,Art,179.9,5,899.5,44.975,,,,,,,
12/2/2017,12/6/2017,West,Office Supplies,Storage,114.288,1,114.288,12.8574,,,,,,,
12/2/2017,12/6/2017,West,Office Supplies,Binders,36.624,8,292.992,-24.416,,,,,,,
12/2/2017,12/6/2017,West,Furniture,Bookcases,242.352,8,1938.816,-363.528,,,,,,,
12/2/2017,12/6/2017,West,Technology,Phones,49.616,2,99.232,4.9616,,,,,,,
12/2/2017,12/6/2017,West,Furniture,Furnishings,508.704,6,3052.224,0,,,,,,,
12/2/2017,12/6/2017,West,Technology,Phones,57.36,6,344.16,-14.34,,,,,,,
12/2/2017,12/6/2017,West,Furniture,Chairs,906.68,5,4533.4,68.001,,,,,,,
12/2/2017,12/7/2017,South,Office Supplies,Art,47.96,5,239.8,4.1965,,,,,,,
12/2/2017,12/7/2017,East,Office Supplies,Art,19.728,9,177.552,1.7262,,,,,,,
12/2/2017,12/7/2017,East,Technology,Phones,151.188,2,302.376,-25.198,,,,,,,
12/2/2017,12/8/2017,South,Office Supplies,Art,32.776,1,32.776,2.4582,,,,,,,
12/2/2017,12/9/2017,East,Office Supplies,Binders,631.176,4,2524.704,-462.8624,,,,,,,
12/2/2017,12/9/2017,Central,Office Supplies,Art,12.16,5,60.8,2.128,,,,,,,
12/3/2017,12/3/2017,West,Office Supplies,Paper,166.44,3,499.32,79.8912,,,,,,,
12/3/2017,12/5/2017,South,Technology,Accessories,47.992,1,47.992,7.1988,,,,,,,
12/3/2017,12/6/2017,Central,Office Supplies,Paper,10.368,2,20.736,3.6288,,,,,,,
12/3/2017,12/6/2017,West,Office Supplies,Art,13.344,6,80.064,1.0008,,,,,,,
12/3/2017,12/6/2017,West,Technology,Accessories,76.752,6,460.512,10.5534,,,,,,,
12/3/2017,12/6/2017,West,Technology,Accessories,102.336,8,818.688,14.0712,,,,,,,
12/3/2017,12/6/2017,West,Office Supplies,Paper,10.32,2,20.64,3.741,,,,,,,
12/3/2017,12/6/2017,West,Office Supplies,Supplies,47.32,7,331.24,5.915,,,,,,,
12/3/2017,12/6/2017,West,Furniture,Furnishings,23.376,3,70.128,7.0128,,,,,,,
12/3/2017,12/6/2017,West,Furniture,Furnishings,16.72,5,83.6,3.344,,,,,,,
12/3/2017,12/6/2017,West,Furniture,Furnishings,16.192,1,16.192,4.6552,,,,,,,
12/3/2017,12/7/2017,West,Furniture,Tables,521.96,2,1043.92,88.7332,,,,,,,
12/3/2017,12/8/2017,Central,Furniture,Furnishings,13.592,2,27.184,-14.2716,,,,,,,
12/3/2017,12/9/2017,East,Office Supplies,Binders,83.92,5,419.6,29.372,,,,,,,
12/3/2017,12/9/2017,East,Office Supplies,Binders,14.624,2,29.248,5.1184,,,,,,,
12/3/2017,12/9/2017,East,Technology,Phones,136.99,1,136.99,36.9873,,,,,,,
12/3/2017,12/9/2017,East,Office Supplies,Labels,3.15,1,3.15,1.512,,,,,,,
12/3/2017,12/10/2017,South,Office Supplies,Appliances,45.216,3,135.648,4.5216,,,,,,,
12/3/2017,12/10/2017,South,Office Supplies,Binders,28.782,6,172.692,-21.1068,,,,,,,
12/3/2017,12/10/2017,South,Office Supplies,Paper,24.448,4,97.792,8.8624,,,,,,,
12/4/2017,12/4/2017,East,Furniture,Chairs,188.552,7,1319.864,-2.6936,,,,,,,
12/4/2017,12/5/2017,East,Furniture,Furnishings,11.352,3,34.056,2.6961,,,,,,,
12/4/2017,12/6/2017,West,Office Supplies,Paper,11.76,2,23.52,5.7624,,,,,,,
12/4/2017,12/7/2017,East,Office Supplies,Paper,74.352,3,223.056,23.235,,,,,,,
12/4/2017,12/8/2017,East,Office Supplies,Binders,5.346,3,16.038,-4.455,,,,,,,
12/4/2017,12/8/2017,Central,Office Supplies,Art,8.8,5,44,2.552,,,,,,,
12/4/2017,12/8/2017,Central,Technology,Accessories,142.8,1,142.8,29.988,,,,,,,
12/4/2017,12/8/2017,Central,Technology,Accessories,399.95,5,1999.75,143.982,,,,,,,
12/4/2017,12/9/2017,East,Furniture,Chairs,239.96,10,2399.6,-10.284,,,,,,,
12/4/2017,12/9/2017,East,Furniture,Furnishings,54.768,2,109.536,6.846,,,,,,,
12/4/2017,12/9/2017,East,Office Supplies,Art,13.392,3,40.176,3.1806,,,,,,,
12/4/2017,12/9/2017,East,Office Supplies,Paper,23.92,5,119.6,8.671,,,,,,,
12/4/2017,12/9/2017,East,Technology,Accessories,255.968,4,1023.872,-28.7964,,,,,,,
12/4/2017,12/9/2017,Central,Office Supplies,Storage,61.568,2,123.136,4.6176,,,,,,,
12/4/2017,12/9/2017,South,Technology,Machines,649,2,1298,-272.58,,,,,,,
12/4/2017,12/10/2017,East,Furniture,Furnishings,12.99,1,12.99,1.5588,,,,,,,
12/4/2017,12/10/2017,East,Furniture,Chairs,182.22,3,546.66,45.555,,,,,,,
12/4/2017,12/10/2017,East,Furniture,Chairs,302.94,3,908.82,18.1764,,,,,,,
12/5/2017,12/6/2017,West,Office Supplies,Binders,83.92,5,419.6,29.372,,,,,,,
12/5/2017,12/6/2017,West,Furniture,Furnishings,199.9,5,999.5,39.98,,,,,,,
12/5/2017,12/6/2017,West,Technology,Phones,31.176,3,93.528,-7.0146,,,,,,,
12/5/2017,12/6/2017,West,Office Supplies,Binders,172.752,6,1036.512,60.4632,,,,,,,
12/5/2017,12/6/2017,West,Office Supplies,Binders,9.296,2,18.592,3.0212,,,,,,,
12/5/2017,12/7/2017,West,Office Supplies,Paper,92.94,3,278.82,41.823,,,,,,,
12/5/2017,12/8/2017,Central,Office Supplies,Appliances,61.44,3,184.32,16.5888,,,,,,,
12/5/2017,12/8/2017,Central,Office Supplies,Paper,38.9,5,194.5,17.505,,,,,,,
12/5/2017,12/8/2017,Central,Technology,Accessories,99.39,3,298.17,40.7499,,,,,,,
12/5/2017,12/8/2017,East,Furniture,Furnishings,41.96,2,83.92,10.9096,,,,,,,
12/5/2017,12/8/2017,East,Office Supplies,Labels,9.45,3,28.35,4.536,,,,,,,
12/5/2017,12/8/2017,East,Office Supplies,Paper,21.6,6,129.6,9.936,,,,,,,
12/5/2017,12/8/2017,East,Office Supplies,Labels,11.07,3,33.21,5.2029,,,,,,,
12/5/2017,12/9/2017,West,Office Supplies,Binders,24.816,3,74.448,8.3754,,,,,,,
12/5/2017,12/9/2017,West,Office Supplies,Binders,14.976,6,89.856,5.4288,,,,,,,
12/5/2017,12/10/2017,East,Technology,Accessories,205.03,7,1435.21,67.6599,,,,,,,
12/5/2017,12/11/2017,East,Furniture,Furnishings,20.94,3,62.82,6.0726,,,,,,,
12/5/2017,12/11/2017,East,Furniture,Furnishings,58.68,2,117.36,18.1908,,,,,,,
12/5/2017,12/11/2017,East,Office Supplies,Appliances,254.9,5,1274.5,68.823,,,,,,,
12/6/2017,12/8/2017,West,Office Supplies,Storage,10.68,1,10.68,2.8836,,,,,,,
12/7/2017,12/9/2017,East,Technology,Accessories,127.984,2,255.968,25.5968,,,,,,,
12/7/2017,12/10/2017,West,Technology,Phones,374.376,3,1123.128,46.797,,,,,,,
12/7/2017,12/11/2017,South,Furniture,Furnishings,82.38,6,494.28,25.5378,,,,,,,
